dong_code	x_coor	y_coor	y	ols_residual	mgwr_yhat	mgwr_residual	localR2	beta_Intercept	beta_IV_Transit_Service	beta_IV_Road_rate	beta_IV_Intersection_num	beta_IV_Commercial_rate	beta_IV_Community_10000	beta_IV_Hospital_10000	beta_IV_GreenInfra	beta_IV_CultureSportsInfra_10000	beta_IV_Kids_Care_10000	beta_IV_School_10000	beta_IV_H_Density	beta_IV_Avg_FAR	beta_IV_LUM	beta_IV_House_a	beta_IV_HousingDeter	beta_IV_Safe	beta_IV_CCTV_10000	se_Intercept	se_IV_Transit_Service	se_IV_Road_rate	se_IV_Intersection_num	se_IV_Commercial_rate	se_IV_Community_10000	se_IV_Hospital_10000	se_IV_GreenInfra	se_IV_CultureSportsInfra_10000	se_IV_Kids_Care_10000	se_IV_School_10000	se_IV_H_Density	se_IV_Avg_FAR	se_IV_LUM	se_IV_House_a	se_IV_HousingDeter	se_IV_Safe	se_IV_CCTV_10000	t_Intercept	t_IV_Transit_Service	t_IV_Road_rate	t_IV_Intersection_num	t_IV_Commercial_rate	t_IV_Community_10000	t_IV_Hospital_10000	t_IV_GreenInfra	t_IV_CultureSportsInfra_10000	t_IV_Kids_Care_10000	t_IV_School_10000	t_IV_H_Density	t_IV_Avg_FAR	t_IV_LUM	t_IV_House_a	t_IV_HousingDeter	t_IV_Safe	t_IV_CCTV_10000	p_Intercept	p_IV_Transit_Service	p_IV_Road_rate	p_IV_Intersection_num	p_IV_Commercial_rate	p_IV_Community_10000	p_IV_Hospital_10000	p_IV_GreenInfra	p_IV_CultureSportsInfra_10000	p_IV_Kids_Care_10000	p_IV_School_10000	p_IV_H_Density	p_IV_Avg_FAR	p_IV_LUM	p_IV_House_a	p_IV_HousingDeter	p_IV_Safe	p_IV_CCTV_10000	sumW_Intercept	sumW_IV_Transit_Service	sumW_IV_Road_rate	sumW_IV_Intersection_num	sumW_IV_Commercial_rate	sumW_IV_Community_10000	sumW_IV_Hospital_10000	sumW_IV_GreenInfra	sumW_IV_CultureSportsInfra_10000	sumW_IV_Kids_Care_10000	sumW_IV_School_10000	sumW_IV_H_Density	sumW_IV_Avg_FAR	sumW_IV_LUM	sumW_IV_House_a	sumW_IV_HousingDeter	sumW_IV_Safe	sumW_IV_CCTV_10000	local_CN	local_vdp_Intercept	local_vdp_IV_Transit_Service	local_vdp_IV_Road_rate	local_vdp_IV_Intersection_num	local_vdp_IV_Commercial_rate	local_vdp_IV_Community_10000	local_vdp_IV_Hospital_10000	local_vdp_IV_GreenInfra	local_vdp_IV_CultureSportsInfra_10000	local_vdp_IV_Kids_Care_10000	local_vdp_IV_School_10000	local_vdp_IV_H_Density	local_vdp_IV_Avg_FAR	local_vdp_IV_LUM	local_vdp_IV_House_a	local_vdp_IV_HousingDeter	local_vdp_IV_Safe	local_vdp_IV_CCTV_10000	sig_IV_Transisig_Service	sig_IV_Road_rate	sig_IV_Intersection_num	sig_IV_Commercial_rate	sig_IV_Community_10000	sig_IV_Hospital_10000	sig_IV_GreenInfra	sig_IV_CultureSportsInfra_10000	sig_IV_Kids_Care_10000	sig_IV_School_10000	sig_IV_H_Density	sig_IV_Avg_FAR	sig_IV_LUM	sig_IV_House_a	sig_IV_HousingDeter	sig_IV_Safe	sig_IV_CCTV_10000
11170685	200457.493	548669.125	0.257441942	-0.372480472	1.061461215	-0.804019273	0.468153364	0.51726804	0.039937324	-0.137145801	0.075009921	0.064417372	0.101237941	0.119177604	-0.043546386	0.06321239	0.090804085	-0.182796295	-0.076365174	-0.028717834	-0.16795638	0.063952896	0.166879791	-0.104717868	0.274768345	0.160021256	0.060292963	0.076154728	0.070227433	0.052756463	0.050381117	0.071953367	0.045776261	0.063752839	0.084198957	0.06843174	0.054427309	0.05157984	0.053914508	0.064901392	0.081064354	0.065863327	0.078071731	3.232495806	0.662387812	-1.800883606	1.068100009	1.221032802	2.009442177	1.656317267	-0.951287523	0.991522755	1.078446666	-2.671220895	-1.403067226	-0.556764698	-3.115235325	0.985385592	2.058608791	-1.589926795	3.519434527	0.001323192	0.508083439	0.072433363	0.286084572	0.222753745	0.045124946	0.09839914	0.342001664	0.321997218	0.281449058	0.007849209	0.161330373	0.577982647	0.001963096	0.324997989	0.040143603	0.112598382	0.000479398	13.00553099	237.0611283	237.0611283	237.0611283	237.0611283	219.127723	51.50762541	237.0611283	108.3755481	42.29479228	51.41991719	237.0611283	237.0611283	211.9909908	237.0611283	76.82140249	81.70402088	146.4163069	5.491652361	0.068987304	0.046828711	0.54058342	0.232840707	0.033814704	0.018304266	0.033800568	0.119235591	0.000649447	0.066903178	0.015887904	0.089851399	0.001182909	0.044080996	0.026132824	0.015344917	0.129722093	0.668787973	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	1
11200520	202449.771	551324.731	-0.359815427	-0.746559212	-0.01777972	-0.342035707	0.480003106	-0.186022836	0.042915973	-0.128009224	0.073733796	0.068013351	0.111289811	0.053247651	-0.033918126	0.073140845	0.216201196	-0.101607073	-0.073121269	-0.030534714	-0.168082126	0.066788632	0.156225751	-0.090050599	0.278431113	0.162359089	0.061126029	0.076064806	0.069719812	0.052604891	0.049209538	0.07531481	0.045331217	0.06383114	0.095762422	0.070235255	0.053612097	0.051222197	0.054018303	0.064972022	0.083199802	0.07026254	0.077270349	-1.145749441	0.702089984	-1.682896876	1.057573075	1.292909274	2.261549585	0.707001069	-0.748228881	1.145848963	2.257683042	-1.446667687	-1.36389496	-0.59612269	-3.111577336	1.027959885	1.877717817	-1.281630282	3.603337049	0.252546615	0.483009182	0.093132941	0.290853702	0.196748146	0.024232246	0.479955101	0.454737911	0.252505472	0.024474525	0.148730613	0.173325934	0.55141212	0.001987023	0.304556141	0.061107586	0.200674436	0.00035153	18.83661057	253.0554892	253.0554892	253.0554892	253.0554892	251.1984027	58.33083874	253.0554892	117.4941622	46.65924273	57.86174577	253.0554892	253.0554892	234.0324179	253.0554892	88.28514816	92.13192491	162.5401408	5.321567847	0.003433899	0.030843544	0.724279187	0.459030239	0.024940309	0.000737639	0.048852145	0.105381615	0.006737891	0.060026731	0.036807351	0.01766008	0.003515584	0.011748821	0.035380881	0.002518596	0.171359806	0.402248218	0	0	0	0	1	0	0	0	0	0	0	0	-1	0	0	0	1
11200540	203586.682	551987.43	0.333009013	0.426703218	0.074765322	0.258243692	0.47502606	-0.179175325	0.045367316	-0.125401622	0.071824402	0.067367815	0.115879947	-0.006960207	-0.033437177	0.078002865	0.227425958	-0.062318104	-0.073152129	-0.030525037	-0.167137389	0.065907251	0.156688425	-0.092912799	0.283821936	0.162061531	0.061263491	0.075977302	0.06952959	0.052288721	0.048986258	0.07742052	0.045266364	0.063165663	0.104404211	0.07076207	0.053333957	0.051168925	0.054021988	0.06492026	0.082740772	0.071945529	0.076107967	-1.105600596	0.740527773	-1.650514277	1.033004824	1.288381388	2.365560302	-0.089901319	-0.73867601	1.234893469	2.178321706	-0.880671006	-1.371586386	-0.596554196	-3.093877031	1.015203134	1.893726885	-1.291432565	3.729201403	0.26952785	0.459390659	0.099580041	0.302191874	0.198317496	0.018452995	0.928408184	0.460513408	0.217555654	0.029933641	0.378996	0.170919311	0.551124182	0.002106641	0.310589324	0.058943341	0.197258962	0.000218244	14.17085652	259.2981625	259.2981625	259.2981625	259.2981625	254.8481447	61.44393803	259.2981625	123.7805216	47.79805768	61.41353948	259.2981625	259.2981625	239.9906501	259.2981625	86.58261584	92.74000821	176.8868382	5.123900298	0.001769579	0.053950807	0.7740269	0.465106638	0.024532368	1.81E-05	0.052665718	0.110468882	0.024659524	0.056895363	0.039983527	0.011565626	0.010406784	0.000207153	0.079260876	0.023883191	0.155536314	0.342523374	0	0	0	0	1	0	0	0	0	0	0	0	-1	0	0	0	1
11200550	204010.955	550955.792	-0.581852135	-0.744289659	-0.012877218	-0.568974917	0.499483641	-0.187819096	0.046986815	-0.124417705	0.073033686	0.063447383	0.11749364	0.010511315	-0.036133771	0.081975646	0.145297515	-0.060301327	-0.073915457	-0.027518405	-0.16455307	0.064761397	0.162004746	-0.123703811	0.285570207	0.161349043	0.061047732	0.075907163	0.069560139	0.051932311	0.0487143	0.076573018	0.045142616	0.062786648	0.10498339	0.073249528	0.053396589	0.051154746	0.053813171	0.064855597	0.075718722	0.070497525	0.075755059	-1.164054602	0.769673388	-1.639077265	1.049935874	1.22173232	2.411892203	0.137271788	-0.800435907	1.305622277	1.384004786	-0.823231613	-1.384273002	-0.537944319	-3.057858674	0.998547538	2.13955997	-1.754725582	3.769651979	0.24505802	0.441923246	0.101940663	0.294347071	0.22248929	0.016294899	0.890881283	0.423907601	0.192390683	0.167086774	0.410840163	0.167004719	0.590898405	0.002370768	0.318584791	0.032962032	0.080030239	0.000186708	13.86598268	260.0755509	260.0755509	260.0755509	260.0755509	258.0417663	58.7166328	260.0755509	122.2966492	46.29332389	57.00686945	260.0755509	260.0755509	242.9085798	260.0755509	83.34889875	87.46142721	172.8936245	4.950130458	0.000239639	0.052667434	0.753863762	0.431706968	0.030890159	0.000725578	0.039333172	0.101061471	0.017340453	0.050198407	0.028282188	0.023275639	0.023844507	7.45E-05	0.119199711	0.031403115	0.150676661	0.342834206	0	0	0	0	1	0	0	0	0	0	0	0	-1	0	0	0	1
11200560	203196.221	551062.825	-0.306320895	-0.598418322	0.380644912	-0.686965806	0.490533467	-0.185072292	0.044893601	-0.126175972	0.073497658	0.065432122	0.114444882	0.033275432	-0.035187896	0.077214869	0.176947563	-0.08368594	-0.073560042	-0.028720665	-0.166106613	0.065734642	0.160984528	-0.105918464	0.281937157	0.164061016	0.061075249	0.075983261	0.069652014	0.052224506	0.048907981	0.07570128	0.045222216	0.063210099	0.096882109	0.071362859	0.053515913	0.051167933	0.053860437	0.064911077	0.079875119	0.070275525	0.076489618	-1.128069887	0.735053908	-1.660575912	1.055212245	1.252900728	2.340004244	0.439562346	-0.778110831	1.221559073	1.826421454	-1.172681992	-1.374545226	-0.561302028	-3.084019034	1.012687596	2.015452746	-1.50718852	3.685953248	0.259929824	0.462713986	0.097539671	0.291930579	0.210933995	0.019747689	0.660478594	0.436938684	0.222554765	0.068491467	0.241583325	0.170000218	0.574888893	0.002176101	0.311788305	0.044489204	0.13250878	0.000257478	15.99656902	256.6281767	256.6281767	256.6281767	256.6281767	255.89879	57.29257185	256.6281767	121.0982221	47.97576384	56.93836326	256.6281767	256.6281767	239.8825444	256.6281767	84.29928819	90.21553868	168.1934982	5.131810333	0.000295744	0.042302656	0.743372725	0.438367654	0.028382794	0.000835924	0.041358882	0.106085806	0.014206169	0.058356597	0.030786587	0.024028128	0.013878819	0.002311009	0.079941575	0.021274732	0.162338561	0.374325386	0	0	0	0	1	0	0	0	0	0	0	0	-1	0	0	0	1
11200570	202620.357	550794.741	0.288135511	0.203858409	-0.248483948	0.536619459	0.488992593	-0.157018246	0.043724713	-0.127721896	0.074153378	0.065865287	0.112028161	0.05799269	-0.035537945	0.074464356	0.175192844	-0.104915133	-0.073669824	-0.028968201	-0.166643151	0.066005873	0.159754448	-0.102652208	0.279426494	0.163880472	0.060972081	0.076012393	0.069726405	0.052365019	0.049083923	0.073904725	0.045241686	0.063492263	0.094460201	0.069898459	0.053633393	0.051186678	0.053908489	0.064916529	0.080397769	0.069263732	0.077029754	-0.958126642	0.717126796	-1.680277272	1.063490626	1.257810816	2.282379914	0.784695302	-0.785513278	1.172809933	1.85467363	-1.50096488	-1.373581258	-0.565932426	-3.091222837	1.016780688	1.987050769	-1.482048463	3.627513789	0.338546197	0.473691656	0.093641663	0.288166246	0.209154097	0.022962591	0.433071469	0.432592444	0.24153206	0.064338523	0.134110692	0.170299242	0.571739809	0.002125139	0.309838975	0.047561364	0.139071963	0.00032111	17.80544934	254.1655587	254.1655587	254.1655587	254.1655587	252.1549299	58.46579679	254.1655587	118.6930992	46.13144704	57.97951472	254.1655587	254.1655587	235.1746277	254.1655587	85.70598549	91.11765068	162.579793	5.230802826	1.64E-05	0.036654824	0.7160975	0.426035935	0.031623316	0.002311571	0.043391085	0.104737764	0.005838342	0.055283762	0.032117086	0.029831142	0.008437808	0.008681645	0.057151043	0.006709084	0.155301784	0.416889942	0	0	0	0	1	0	0	0	0	0	0	0	-1	0	0	0	1
11200580	202979.907	550151.723	0.17108596	-0.732968255	0.379399278	-0.208313319	0.502378292	-0.077555003	0.04548285	-0.127117653	0.074233212	0.063009017	0.113539027	0.055895502	-0.037641287	0.077624394	0.106160282	-0.099679571	-0.074549436	-0.027227183	-0.164491093	0.064621582	0.162289617	-0.121758884	0.281747421	0.162759128	0.060729631	0.075901902	0.069663385	0.052006388	0.048977638	0.074194335	0.045083804	0.063125524	0.092688102	0.071040668	0.053579195	0.051143885	0.053866467	0.064804469	0.075949777	0.068664831	0.076527228	-0.476501713	0.748939996	-1.674762421	1.065598702	1.211563029	2.318180927	0.75336617	-0.834918149	1.229683167	1.145349611	-1.403133931	-1.391387756	-0.532364392	-3.053682609	0.997177862	2.136801751	-1.773235037	3.681662446	0.633963028	0.454309627	0.094719949	0.287212935	0.226356068	0.020915604	0.451649008	0.404235091	0.219499282	0.252711951	0.161310497	0.164839182	0.594753159	0.002403284	0.319248266	0.033187221	0.076909263	0.000261713	15.96496565	257.7027858	257.7027858	257.7027858	257.7027858	251.063958	55.12363485	257.7027858	118.2792029	45.0047633	54.70340472	257.7027858	257.7027858	234.1357307	257.7027858	82.71475558	86.82405772	164.1314895	5.076729858	4.86E-06	0.039288776	0.70599991	0.408885248	0.034396592	0.00348493	0.037070681	0.098541864	0.007514975	0.05157488	0.02226749	0.037042873	0.020911623	0.00314002	0.094057411	0.011603344	0.15649271	0.404258951	0	0	0	0	1	0	0	0	0	0	0	0	-1	0	0	0	1
11200590	202207.423	550451.707	0.337803644	-0.123961203	0.515992144	-0.1781885	0.489112526	-0.112257858	0.043018987	-0.129050956	0.074675245	0.065710654	0.110123252	0.075479204	-0.036373262	0.072306374	0.163692417	-0.120951044	-0.073959328	-0.028877776	-0.166771789	0.065940283	0.160162672	-0.101554662	0.277612674	0.163327106	0.060842693	0.076024136	0.069790361	0.052428802	0.049245547	0.073448983	0.045251229	0.063795594	0.092583367	0.06978523	0.053740605	0.051209714	0.053959659	0.064905069	0.080724235	0.068785358	0.077490214	-0.687319215	0.707052643	-1.697499799	1.069993688	1.25333122	2.236207286	1.027641247	-0.803807163	1.133407029	1.768054274	-1.733189731	-1.376228058	-0.563912065	-3.090675346	1.015949658	1.984071718	-1.476399423	3.582551365	0.492258255	0.479923085	0.090337732	0.285232317	0.210777504	0.025858904	0.304705881	0.421959826	0.257685333	0.077772617	0.083790696	0.169479148	0.573112823	0.002128974	0.310234097	0.047893732	0.140580731	0.000379826	18.39050034	252.1880775	252.1880775	252.1880775	252.1880775	247.9979361	57.07411253	252.1880775	114.9445006	44.72796433	56.60249803	252.1880775	252.1880775	230.1322998	252.1880775	84.07975475	88.64180838	155.9816658	5.288691546	0.000589439	0.035678186	0.687891766	0.396291044	0.037833713	0.005098841	0.041520345	0.101684258	0.001329514	0.055852102	0.031929278	0.0416972	0.004746095	0.016565163	0.041859014	0.000563283	0.144695049	0.460726603	0	0	0	0	1	0	0	0	0	0	0	0	-1	0	0	0	1
11200620	202135.061	549542.261	0.023123931	-0.617443962	0.38661994	-0.363496009	0.49685004	0.063854153	0.043978337	-0.12989475	0.074907084	0.062901429	0.109773191	0.08287233	-0.039269534	0.072833682	0.087053634	-0.132194377	-0.075168275	-0.027245094	-0.16472379	0.06439623	0.162970989	-0.117567852	0.278733992	0.165268975	0.060505258	0.075933703	0.069803297	0.052133015	0.049328286	0.072975327	0.045142768	0.063685982	0.088054389	0.070032991	0.053801392	0.051196436	0.053988188	0.064789419	0.076819178	0.067369037	0.077275143	0.386365034	0.726851491	-1.710633697	1.073116702	1.206556503	2.225359947	1.135621229	-0.869896463	1.143637568	0.988634801	-1.887601475	-1.397143685	-0.532167796	-3.051107979	0.993931279	2.121488303	-1.745131832	3.607033016	0.699420611	0.467718982	0.087881947	0.283830564	0.228277331	0.026583626	0.256758141	0.384850343	0.253420765	0.323407018	0.059763763	0.163102815	0.594889183	0.002423535	0.320824543	0.034461631	0.081688088	0.000346711	14.93323688	253.1369531	253.1369531	253.1369531	253.1369531	241.9717481	53.31603083	253.1369531	111.4546952	42.72914338	52.91574513	253.1369531	253.1369531	223.2817817	253.1369531	80.89072077	85.1560273	153.9315246	5.18699811	0.004476818	0.039752771	0.655232663	0.355507044	0.044802186	0.010064309	0.032051429	0.094500462	0.000973155	0.058306034	0.01918835	0.059339823	0.009378861	0.015775146	0.060183774	2.07E-06	0.137853775	0.494878975	0	0	0	0	1	0	0	0	0	0	0	0	-1	0	0	0	1
11200650	203735.437	549032.284	-0.284868316	-0.617963695	0.349090269	-0.633958585	0.525940395	0.072603871	0.048707999	-0.125832168	0.074319046	0.058446722	0.116940745	0.039717639	-0.04094067	0.087889521	-0.07077873	-0.065034384	-0.075925569	-0.02454782	-0.160759813	0.062359654	0.151352637	-0.169311037	0.287012831	0.158885576	0.060410087	0.075746943	0.069587838	0.051524221	0.048812499	0.076073526	0.044910406	0.062125897	0.088473124	0.073298257	0.05352979	0.051169781	0.053777429	0.064662901	0.068616011	0.06674624	0.075590446	0.45695697	0.806289183	-1.661217772	1.067989004	1.134354317	2.395713154	0.522095412	-0.911607669	1.414700243	-0.800002607	-0.887256903	-1.418379737	-0.479732763	-2.989354764	0.964380705	2.205791833	-2.536637817	3.79694587	0.647936547	0.420529186	0.097410657	0.286134584	0.257288373	0.017021792	0.60187719	0.362494499	0.157892083	0.424158326	0.375444788	0.156816238	0.631665378	0.002958756	0.335406088	0.027935586	0.011550792	0.000167915	13.074215	261.3545073	261.3545073	261.3545073	261.3545073	247.5858466	53.00388925	261.3545073	120.0197149	42.95629615	52.88665538	261.3545073	261.3545073	232.8846879	261.3545073	78.42373258	84.93095376	164.6528517	4.79124706	0.000397524	0.043576741	0.675464799	0.416223659	0.03446108	0.004362507	0.030983711	0.085038991	0.007901614	0.034992734	0.01268116	0.026539734	0.053719591	0.000519753	0.177113871	0.012953561	0.143303636	0.366592579	0	0	0	0	1	0	0	0	0	0	0	0	-1	0	0	-1	1
11200660	203857.177	549945.054	-0.206014566	-0.3542169	-0.024920574	-0.181093992	0.515981853	-0.089999982	0.047871588	-0.125112074	0.073854212	0.060775776	0.117073101	0.033289644	-0.038623987	0.084312805	0.034503249	-0.068182101	-0.074935117	-0.025881621	-0.162574484	0.063568793	0.159606666	-0.148146986	0.285984435	0.154163428	0.060693851	0.075815802	0.06956108	0.051705305	0.048749349	0.076125301	0.044992295	0.062521369	0.094498075	0.073153513	0.053449925	0.051142974	0.053810918	0.064746192	0.071594866	0.06785149	0.075672408	-0.583795927	0.788738683	-1.65021104	1.061717452	1.175426321	2.401531586	0.437300656	-0.858457824	1.348543808	0.365121184	-0.932041374	-1.401968623	-0.506064058	-3.021217446	0.981815164	2.229303233	-2.183400625	3.77924322	0.559668783	0.430706578	0.099642061	0.288969764	0.240485373	0.016757157	0.662116492	0.391125882	0.178205104	0.715203437	0.351846804	0.16165799	0.613075313	0.002670388	0.326752128	0.026318159	0.029555193	0.000179889	15.08905208	261.4950326	261.4950326	261.4950326	261.4950326	253.4151442	54.6068635	261.4950326	120.6037123	44.88199781	54.44626973	261.4950326	261.4950326	237.5025916	261.4950326	80.63377159	88.19144467	169.6716763	4.869442616	7.69E-06	0.046330502	0.706971774	0.407347261	0.032771648	0.002495376	0.029620891	0.093735996	0.010887822	0.041886631	0.019473571	0.031128665	0.044098825	0.000140239	0.155494465	0.024956906	0.141328892	0.36707014	0	0	0	0	1	0	0	0	0	0	0	0	-1	0	0	0	1
11200670	204888.262	548540.413	1.068313606	1.076369319	0.073988813	0.994324793	0.543490338	0.013159963	0.051696232	-0.123537844	0.074176745	0.055707312	0.12134926	0.020338952	-0.042340803	0.104643032	-0.153906225	0.007773737	-0.076409866	-0.022935075	-0.158626248	0.061115667	0.125230331	-0.214677062	0.292700371	0.154302549	0.060376221	0.075667644	0.069504592	0.051276426	0.048528315	0.078978251	0.044870056	0.061055745	0.093340544	0.078433425	0.053444488	0.051246775	0.053692143	0.064622084	0.065775268	0.066753533	0.074573372	0.085286748	0.856234974	-1.632637641	1.067220787	1.086411751	2.500586721	0.257525985	-0.943631603	1.713893302	-1.648867873	0.099112549	-1.429705278	-0.447541833	-2.954366106	0.945739645	1.903912154	-3.215965551	3.924998484	0.932073778	0.392352594	0.103289357	0.286480854	0.277915568	0.012776156	0.796897989	0.345896581	0.087280908	0.099917141	0.92109586	0.153539768	0.654712985	0.00330806	0.344821304	0.057599933	0.001399864	0.000101216	13.80444385	262.8823879	262.8823879	262.8823879	262.8823879	250.1158199	53.30268178	262.8823879	126.0902413	40.43517327	52.85204951	262.8823879	262.8823879	235.9195177	262.8823879	78.68928326	83.58762192	169.7218828	4.602757795	0.007722827	0.068367862	0.630785564	0.376706358	0.039173272	0.00702902	0.020705379	0.069512208	0.011213747	0.036089756	0.003543546	0.020419891	0.078655762	0.006671195	0.251641191	0.014443629	0.094740794	0.394814206	0	0	0	0	1	0	0	0	0	0	0	0	-1	0	0	-1	1
11200690	205132.892	549563.455	0.549046712	0.673204158	-0.278704033	0.827750745	0.535126645	-0.222728573	0.050996331	-0.122666741	0.073562449	0.057914195	0.121616126	0.012806226	-0.040121852	0.099131856	-0.065068023	-0.021293936	-0.07542861	-0.024184235	-0.160199709	0.06224812	0.138800643	-0.189671649	0.291760384	0.15185648	0.060666508	0.075731531	0.069465851	0.051414775	0.048540087	0.080907475	0.044945147	0.061346771	0.097893407	0.079615031	0.05334388	0.051209363	0.053782993	0.064698858	0.066919397	0.066927827	0.074584905	-1.466704439	0.840601058	-1.619757831	1.058972838	1.126411512	2.505478112	0.158282362	-0.892684843	1.61592622	-0.664682382	-0.267461255	-1.414006806	-0.47226198	-2.978631337	0.962120849	2.074146659	-2.833972908	3.911788639	0.143199508	0.401046364	0.106029556	0.290216477	0.260629997	0.012603399	0.874309841	0.372533522	0.106855808	0.506615854	0.7892444	0.158095463	0.636983347	0.003062044	0.336538563	0.038670084	0.004817448	0.000106711	13.95645123	263.6268146	263.6268146	263.6268146	263.6268146	253.4167595	51.47055053	263.6268146	126.7447623	42.07271294	51.05127157	263.6268146	263.6268146	239.1512529	263.6268146	81.72153742	88.68798978	176.0946894	4.639638689	0.010296166	0.07103051	0.664921736	0.375983552	0.037008144	0.005699205	0.02320974	0.076738185	0.010464984	0.03956416	0.011161168	0.026583656	0.075607123	0.007176212	0.225949642	0.026003964	0.095801412	0.39134961	0	0	0	0	1	0	0	0	0	0	0	0	-1	0	0	-1	1
11200720	205678.55	550318.79	0.511578725	0.380613627	0.182324898	0.329253827	0.52587088	-0.346059792	0.05115052	-0.12151037	0.072795321	0.059117077	0.122972344	-0.005891824	-0.038766512	0.099279507	0.011513418	-0.022533575	-0.074798154	-0.024915397	-0.161210322	0.06276981	0.1432187	-0.178979588	0.292795189	0.147016771	0.060926163	0.07577905	0.069439149	0.051485106	0.048468287	0.084104138	0.045044593	0.061252166	0.107638925	0.081333758	0.053272393	0.051225072	0.05379883	0.06476458	0.06768174	0.067699195	0.074328758	-2.3538797	0.839549346	-1.603482361	1.048332562	1.148236494	2.537171222	-0.070053908	-0.860625205	1.620832581	0.106963327	-0.27705071	-1.404069736	-0.486390665	-2.996539523	0.969199684	2.116061146	-2.643747661	3.939191182	0.019035196	0.401635342	0.109574579	0.29508402	0.251519875	0.011533476	0.944183859	0.389932035	0.105798711	0.914868784	0.781876505	0.161031852	0.626942101	0.002891347	0.332999404	0.034923249	0.008504142	9.56E-05	15.24352317	262.9865218	262.9865218	262.9865218	262.9865218	256.77702	51.86824856	262.9865218	129.0528908	41.65822742	51.23158464	262.9865218	262.9865218	242.8166751	262.9865218	83.5696486	89.13444821	182.509921	4.629398161	0.012645314	0.072428481	0.700448957	0.405713895	0.037473758	0.003724242	0.026645972	0.078948685	0.011912849	0.035307895	0.018638291	0.02344454	0.062960728	0.009503366	0.199352551	0.026299204	0.084437266	0.370768178	0	0	0	0	1	0	0	0	0	0	0	0	-1	0	0	-1	1
11200790	205078.024	551044.679	0.120363252	0.073276339	-0.298154592	0.418517844	0.505678397	-0.271450768	0.04916524	-0.122372862	0.072386278	0.0618732	0.12100167	-0.022613609	-0.036768017	0.089119828	0.120720583	-0.035715196	-0.074075165	-0.026598373	-0.163312566	0.06395749	0.158713889	-0.145853855	0.289972205	0.152028953	0.061120626	0.075863323	0.069484847	0.051720398	0.048543534	0.08288308	0.04513963	0.062221197	0.11432293	0.078134867	0.053293332	0.051192715	0.053800453	0.064839365	0.071691053	0.068991406	0.074869323	-1.785520208	0.804396863	-1.61307016	1.041756326	1.196301711	2.492642409	-0.272837456	-0.814539604	1.432306544	1.055961242	-0.457096783	-1.389951826	-0.519573403	-3.035523971	0.986399079	2.213859092	-2.114087289	3.873044287	0.074893297	0.421619663	0.107475017	0.298119701	0.232248951	0.013061224	0.785111311	0.415794222	0.152794653	0.291588639	0.647836136	0.165274522	0.603632704	0.002549494	0.324501189	0.027371176	0.035092449	0.000124501	14.15029401	261.6342438	261.6342438	261.6342438	261.6342438	259.4045626	54.94508543	261.6342438	124.2411547	44.82327687	54.54938832	261.6342438	261.6342438	245.3128518	261.6342438	83.19759878	91.23520141	181.0397398	4.754838209	3.37E-05	0.063363771	0.749615486	0.432045546	0.034357918	0.000512894	0.031252927	0.098683526	0.01521019	0.035534531	0.026462327	0.021241927	0.036907138	0.003989965	0.162803304	0.035280775	0.103603177	0.327576391	0	0	0	0	1	0	0	0	0	0	0	0	-1	0	0	0	1
11200535	202615.481	551924.432	-0.551611638	0.05649566	-0.756718083	0.205106445	0.471466627	-0.210023225	0.043252111	-0.127587478	0.072617446	0.06944005	0.111957822	0.030677597	-0.032627867	0.073891209	0.242455822	-0.08601217	-0.072873383	-0.031929316	-0.168915116	0.066897407	0.152737837	-0.082424186	0.279533223	0.159237321	0.061226851	0.076049423	0.069618738	0.052657348	0.04930332	0.076637232	0.045340725	0.063889534	0.096807756	0.070296844	0.053470466	0.051218358	0.054152039	0.06496594	0.085103803	0.071289257	0.077023294	-1.318932171	0.706423905	-1.677691587	1.043073283	1.318715286	2.270796805	0.400296249	-0.719615028	1.156546376	2.504508245	-1.223556637	-1.362871661	-0.623395942	-3.119275287	1.029730451	1.794723986	-1.156193634	3.629203697	0.187905356	0.480313476	0.09414599	0.297510105	0.187977818	0.023661258	0.689140412	0.472159449	0.248110484	0.012637487	0.221800661	0.173648027	0.533360349	0.001936979	0.303724981	0.073411529	0.248254544	0.000319079	18.62189569	255.3831863	255.3831863	255.3831863	255.3831863	249.7362814	59.6960712	255.3831863	118.1467471	48.52426845	58.83897388	255.3831863	255.3831863	233.467203	255.3831863	89.94510442	94.01749677	168.404342	5.345128056	0.013927869	0.029212222	0.735043142	0.493590457	0.01678221	1.14E-05	0.054126611	0.105542476	0.013408921	0.063812938	0.038083926	0.006611756	0.002708201	0.007988832	0.034737748	0.001412744	0.184793784	0.380074478	0	0	0	0	1	0	0	0	0	0	0	0	-1	0	0	0	1
